Name,Type,Rating,Review Count,Address,Latitude,Longitude,Cluster
Green Apple Leasing,car_dealer,1.0,1,"7 Padgate Lane, Padgate, Warrington",53.3975303,-2.5731405,3
Used Cars in Warrington,car_dealer,4.4,29,"23 Padgate Lane, Warrington",53.3976741,-2.5730805,3
Accept Car Finance,car_dealer,4.4,449,"Hawleys Lane, Warrington",53.4062701,-2.5965653,4
Used Coach Sales,car_dealer,4.4,9,"60 The Old Quays, Warrington",53.38170149999999,-2.5674406,3
Route 57 - WAV vehicles,car_dealer,4.4,26,"11-13 Kingsway North, Warrington",53.3960553,-2.5665712,3
Cantilever Car Centre Ltd,car_dealer,4.2,292,"Station Road, Warrington",53.37884989999999,-2.5609679,3
Halfords - Warrington,bicycle_store,4.3,828,"Unit 1A Vernon Street, Warrington",53.38654380000001,-2.5866714,0
Decathlon,bicycle_store,4.4,683,"Jubilee Way, Warrington",53.40516220000001,-2.5927708,4
Sports Direct,bicycle_store,3.5,149,"Unit 2 Riverside Park, Warrington",53.386342,-2.585513999999999,0
GO Outdoors,bicycle_store,4.0,461,"Wilson Patten Street, Warrington",53.385913,-2.597306,0
Cyclehouse Warrington,bicycle_store,4.9,224,"Unit 1 Portland Trade Park, Buckley Street, Warrington",53.3941171,-2.5961606,0
Cash Generator Warrington | The Buy and Sell Store,bicycle_store,3.4,23,"83 The Mall Golden Square Shopping Centre, Warrington",53.39023530000001,-2.5941219,0
Sorted Racegear Bike,bicycle_store,4.2,36,"Milner Street, Warrington",53.3903229,-2.6064503,2
Ron Spencer Cycles,bicycle_store,4.9,101,"20-24 Crossley Street, Warrington",53.39185870000001,-2.5857063,0
DRB Car Spares & Accessories,bicycle_store,4.7,117,"25 Orford Green, Warrington",53.40683780000001,-2.5774108,3
Cash Converters,bicycle_store,3.4,37,"41 Buttermarket Street, Warrington",53.3897413,-2.5918966,0
D & M Cycles,bicycle_store,4.6,68,"2-4 Hood Lane, Great Sankey, Warrington",53.38468140000001,-2.626297300000001,2
Warrington Cycle Hub,bicycle_store,5.0,30,"unit 5 Crown Street, Warrington",53.3917297,-2.592413000000001,0
Smyths Toys Superstores Warrington,bicycle_store,4.0,44,"Unit 2a, JunctionNINE Retail Park, Warrington",53.4094466,-2.5979722,4
Villaggio Hotel,restaurant,4.1,405,"5-9 Folly Lane, Warrington",53.3987459,-2.6055192,2
The Friar Penketh,restaurant,4.1,1727,"4 Barbauld Street, Friars Gate, Warrington",53.387163,-2.593436000000001,0
Antons Pizza,restaurant,4.1,137,"3 Longford Street, Warrington",53.400071,-2.592384,4
Piccolino Stockton Heath,restaurant,4.4,807,"6, Victoria Square, London Road, Stockton Heath, Warrington",53.37035909999999,-2.5808011,1
Domino's Pizza - Stockton Heath,restaurant,3.4,126,"93 London Road, Stockton Heath, Warrington",53.3701267,-2.580580099999999,1
East Orient,restaurant,4.1,1838,"54 Horsemarket Street, Warrington",53.390609,-2.592998,0
"Ego Mediterranean Restaurant & Bar, Stockton Heath",restaurant,4.5,1416,"25 Walton Road, Warrington",53.3703735,-2.581573,1
Subway,restaurant,4.1,396,"Safety Housekerfoot Street, Warrington",53.3999683,-2.5966532,4
Italian Express,restaurant,3.8,122,"28 London Road, Stockton Heath, Warrington",53.3717683,-2.5817465,1
Neighbours,restaurant,4.4,108,"10 Martin Avenue, Orford, Warrington",53.4083655,-2.5720785,3
Subway,restaurant,4.0,209,"53 Kingsway South, Latchford, Warrington",53.3816879,-2.5600353,3
Turkish Delight,restaurant,4.3,202,"80 Mersey Street, Warrington",53.388527,-2.588541,0
River Queen,restaurant,3.5,53,"143 Lovely Lane, Warrington",53.39393190000001,-2.612456,2
Fresh Sandwich Company,restaurant,4.2,49,"36 Parker Street, Warrington",53.38745580000001,-2.6021932,0
The Rose Delight,restaurant,3.6,74,"183 Orford Lane, Warrington",53.39888329999999,-2.5858956,4
.,restaurant,4.3,148,"141 Old Liverpool Road, Warrington",53.38598169999999,-2.6136011,2
Chilli Masala,restaurant,4.1,72,"139 Orford Lane, Orford, Warrington",53.3980324,-2.5875294,4
Waterfields,restaurant,3.2,6,"13 Buttermarket Street, Warrington",53.3895359,-2.5925664,0
Mr Lau's,restaurant,4.4,1147,"2 Springfield Street, Warrington",53.3884605,-2.5982657,0
Waterfields,restaurant,2.8,12,"39 Sankey Street, Warrington",53.3887895,-2.5959982,0
H&M,clothing_store,4.2,163,"57 Midland Way, Warrington",53.39105300000001,-2.5957656,0
Asda Warrington Superstore,clothing_store,3.8,266,"Tilley Street, Warrington",53.39145540000001,-2.5902327,0
Decathlon,clothing_store,4.4,683,"Jubilee Way, Warrington",53.40516220000001,-2.5927708,4
Sports Direct,clothing_store,3.5,149,"Unit 2 Riverside Park, Warrington",53.386342,-2.585513999999999,0
GO Outdoors,clothing_store,4.0,461,"Wilson Patten Street, Warrington",53.385913,-2.597306,0
Warrington Wolves,clothing_store,4.5,511,"The Halliwell Jones Stadium, Mike Gregory Way, Warrington",53.3954607,-2.5958352,4
River Island,clothing_store,4.1,214,"SU01, Midland Way, Warrington",53.3910195,-2.5968067,0
New Look,clothing_store,4.1,595,"Unit SU4, The Mall, Warrington",53.3910421,-2.5961934,0
Monsoon & Accessorize,clothing_store,4.2,130,"24 Sankey Street, Warrington",53.390165,-2.59647,0
Liberty in Love,clothing_store,5.0,6,"Suite 3, 720 Mandarin Court, Warrington",53.37985459999999,-2.599172599999999,0
The Fragrance Shop,clothing_store,4.4,80,"The Mall, Unit SU9A 75, Cheshire, Warrington",53.390305,-2.595423100000001,0
Touchline UK,clothing_store,3.5,58,"Liverpool Road, Warrington",53.38906830000001,-2.6077081,2
Dolly Daydream Ltd,clothing_store,4.7,39,"Unit 5, The Courtyard, Horsemarket Street, Cheshire, Warrington",53.38997309999999,-2.5931352,0
Johnstone's Decorating Centre,clothing_store,4.6,39,"98-102 Buttermarket Street, Warrington",53.3897353,-2.5881023,0
Warrington Schoolwear Centre (alphaschoolwear.com),clothing_store,3.7,22,"50-54 Buttermarket Street, Warrington",53.38955509999999,-2.591258,0
Wife to Be,clothing_store,4.4,71,"3-5, Fennel Street, 3-5 Fennel Street, Cheshire, Warrington",53.3901873,-2.5861797,0
The Perfume Shop Warrington,clothing_store,4.2,92,"Unit K7, 9, The Mall, Shopping Centre, Golden Square, Warrington",53.38927960000001,-2.5957512,0
Trespass,clothing_store,4.4,48,"Unit 66, The Mall, Shopping Centre, Golden Square, Warrington",53.3897258,-2.5958201,0
Spektrum Apparel,clothing_store,4.8,52,"90 The Mall Golden Square Shopping Centre, Warrington",53.3901958,-2.5954028,0
Foot Locker,clothing_store,4.1,119,"SC, Golden Square, 38 Midland Way, Warrington",53.390263,-2.595528,0
Village Hotel Warrington,spa,4.1,1961,"110 Centre Park Square, Warrington",53.38299019999999,-2.5950576,0
Heidi-Jo's Beauty Therapy,spa,4.3,26,"25a Rylands Street, Warrington",53.38788940000001,-2.594391700000001,0
JD Aesthetics Ltd,spa,4.9,15,"51 Winmarleigh Street, Warrington",53.3864051,-2.5991942,0
Baan Bussabaa,spa,4.8,189,"Unit 2, 1 Green Street, Warrington",53.3889787,-2.6080709,2
Village Gym Warrington,spa,4.4,248,"110 Centre Park Square, Warrington",53.3831244,-2.5951235,0
"Kathryn Elizabeth Hair, Beauty & Training",spa,5.0,55,"15 Padgate Lane, Warrington",53.397552,-2.573221,3
LAHatton Aesthetics,spa,4.3,14,"Ragan House, 674 Knutsford Road, Warrington",53.3811677,-2.5660276,3
SkinGenius Clinic | Laser | Skin | Aesthetics,spa,5.0,275,"4 Dundonald Avenue, Stockton Heath, Warrington",53.369848,-2.582207099999999,1
The Holistic Palm,spa,5.0,1,"Unit 12, Inside Bliss Store, The Mall, Golden Square, Warrington",53.3897575,-2.5960053,0
LB Cosmetics,spa,5.0,2,"Unit 18, Hatters Row, Shopping Arcade, Warrington",53.3903831,-2.5936889,0
Silky Skin,spa,5.0,24,"23 Cairo Street, Warrington",53.3878377,-2.5949576,0
Elite Aesthetics Clinic,spa,1.0,1,"51 Winmarleigh Street, Warrington",53.3865943,-2.5992521,0
JNL Aesthetics Ltd,spa,5.0,2,"19 Wilson Patten Street, Warrington",53.3861753,-2.5969983,0
JustMassage,spa,4.9,122,"147 Mersey Street, Warrington",53.38814159999999,-2.588418899999999,0
Swan Spa,spa,4.8,56,"Lineva House, 18 Milner Street, Warrington",53.390394,-2.6068787,2
Mooni Headspa,spa,4.9,95,"53 Church Street, Warrington",53.3899275,-2.584506499999999,0
Orange Spa Chinese Massage,spa,5.0,2,"19 Manchester Road, Warrington",53.3925071,-2.5803722,3
Genki Health chinese Massage,spa,3.9,16,"Unit 4 Lovely Lane, Warrington",53.3980255,-2.6083033,2
SV Laser & Skin,spa,5.0,42,"190 Wilderspool Causeway, Warrington",53.3797132,-2.5884842,1
Soothing Massage,spa,,0,"52 Alder Lane, Warrington",53.4045842,-2.591542,4
Clarks,shoe_store,4.1,119,"38 The Mall, Warrington",53.3906955,-2.5963472,0
Clarks,shoe_store,4.0,28,"46 London Road, Stockton Heath, Warrington",53.37131329999999,-2.5817407,1
Shoezone,shoe_store,4.4,57,"The Mall, U16 (1, Golden Square, Warrington",53.39005599999999,-2.5951515,0
Sports Direct,shoe_store,3.5,149,"Unit 2 Riverside Park, Warrington",53.386342,-2.585513999999999,0
New Look,shoe_store,4.1,595,"Unit SU4, The Mall, Warrington",53.3910421,-2.5961934,0
DEICHMANN,shoe_store,4.2,268,"80 Golden Square, Warrington",53.3898325,-2.5952624,0
Foot Locker,shoe_store,4.1,119,"SC, Golden Square, 38 Midland Way, Warrington",53.390263,-2.595528,0
Funky Dory Shoes,shoe_store,4.0,4,"27 Old Market Place, Warrington",53.38936229999999,-2.5950608,0
schuh,shoe_store,3.9,117,"Ground Level, Golden Square Shopping Centre, Unit 42 Old Market Place, Warrington",53.3897625,-2.594785299999999,0
Next,shoe_store,3.7,36,"Golden Square Shopping Centre, Midland Way, Warrington",53.38972800000001,-2.5963091,0
Matalan,shoe_store,4.0,968,"Winwick Road, Warrington",53.3993604,-2.595311999999999,4
JD Sports,shoe_store,3.8,320,"40 Old Market Place, Warrington",53.3899908,-2.5971796,0
Next Outlet,shoe_store,4.0,415,"12 Wharf Street, Howley Lane, Warrington",53.3853345,-2.5845837,0
Hancock & Wood,shoe_store,4.4,196,"25-29 Bridge Street, Warrington",53.3888359,-2.592709,0
Tessuti Warrington,shoe_store,3.4,16,Warrington,53.3904048,-2.5970841,0
Skechers,shoe_store,4.9,25,"45 Old Market Place, Warrington",53.39049060000001,-2.5971394,0
Bonmarché,shoe_store,4.4,8,"Unit SU37, Golden Square Shopping Centre, 27 Old Market Place, Warrington",53.3900863,-2.594826,0
Shoe Craft,shoe_store,5.0,1,United Kingdom,53.3894748,-2.5932891,0
Renovation Station,shoe_store,5.0,63,"Market, Warrington",53.38816680000001,-2.592788300000001,0
F&F Clothing,shoe_store,4.8,4,"Winwick Road, Warrington",53.39728210000001,-2.5956775,4
Patten Arms Hotel,bar,3.5,263,"Parker Street, Warrington",53.38625279999999,-2.6022906,0
Village Hotel Warrington,bar,4.1,1961,"110 Centre Park Square, Warrington",53.38299019999999,-2.5950576,0
The Kings Head,bar,4.4,598,"40 Winwick Street, Warrington",53.3924602,-2.593712,0
The Friar Penketh,bar,4.1,1727,"4 Barbauld Street, Friars Gate, Warrington",53.387163,-2.593436000000001,0
Piccolino Stockton Heath,bar,4.4,807,"6, Victoria Square, London Road, Stockton Heath, Warrington",53.37035909999999,-2.5808011,1
Tenpin Warrington,bar,4.1,1500,"10-15 Chetham Court, Warrington",53.4147972,-2.5992867,4
The Cheshire Cheese,bar,4.5,284,"654 Knutsford Road, Warrington",53.3811366,-2.5660086,3
Postern Gate,bar,3.8,266,"Saint Austins Lane, Warrington",53.3871218,-2.59396,0
Mr Lau's,bar,4.4,1147,"2 Springfield Street, Warrington",53.3884605,-2.5982657,0
Reflex & Babylon,bar,3.7,80,"65 Bridge Street, Warrington",53.38772700000001,-2.5925825,0
Cromwells,bar,4.2,183,"120 Bridge Street, Warrington",53.38672,-2.5922222,0
Royal Oak Branch,bar,4.4,202,"44 Knutsford Road, Warrington",53.384978,-2.5893979,0
9 GALLON BAR,bar,4.5,307,"76 Sankey Street, Warrington",53.3888732,-2.5973647,0
Hop Co,bar,4.6,316,"6 Bold Street, Warrington",53.38854310000001,-2.5961557,0
EMILYS CAFFÈ BAR,bar,4.1,141,"2 Springfield Street, Warrington",53.388439,-2.598297,0
Dead Eyes Cocktail Bar,bar,4.7,149,"108 Bridge Street, Warrington",53.3871086,-2.5924968,0
The Waterside Pub & Grill,bar,4.3,1800,"1430 Park Boulevard, Centre Park Square, Warrington",53.38437159999999,-2.5939654,0
Little India at The Ring o' Bells,bar,4.4,414,"131 Church Street, Warrington",53.391046,-2.5809032,3
The Red Lion,bar,4.2,379,"London Road, Warrington",53.37097600000001,-2.581768,1
The Borough Arms,bar,4.4,107,"120 Buttermarket Street, Warrington",53.3894677,-2.5873439,0
Halfords - Warrington,electronics_store,4.3,828,"Unit 1A Vernon Street, Warrington",53.38654380000001,-2.5866714,0
hmv,electronics_store,4.3,625,"85 / 86 Golden Square, Warrington",53.3899791,-2.5953855,0
Cash Generator Warrington | The Buy and Sell Store,electronics_store,3.4,23,"83 The Mall Golden Square Shopping Centre, Warrington",53.39023530000001,-2.5941219,0
Safeguard (N/W) Ltd,electronics_store,4.9,135,"6 Barry Street, Warrington",53.383745,-2.582746499999999,1
ICC Solutions Ltd,electronics_store,5.0,2,"St James Business Centre, Wilderspool Causeway, Warrington",53.3829962,-2.5895952,0
G4-Solutions,electronics_store,,0,"15 Chippindall Close, Great Sankey, Warrington",53.39037829999999,-2.6278033,2
CeX,electronics_store,4.1,636,"Units 19 & 20 8, 10 Sankey Street, Warrington",53.38903139999999,-2.5944015,0
Aspire Computers Ltd,electronics_store,5.0,3,"Suite 2, Central House, Central Way, Winwick Street, Warrington",53.3923832,-2.591602,0
Warrington PC Doctor,electronics_store,4.8,131,"Unit G1B2, Evans House, Norman Street, Warrington",53.3952037,-2.5909725,4
WeeeCharity IT and electrical recycling,electronics_store,4.1,41,"11 Tanning Court, Warrington",53.3872228,-2.5874059,0
Bespoke Mounts c/o Oculus Studios,electronics_store,,0,"Norman Street, Warrington",53.39506700000001,-2.590526,4
Max Spielmann,electronics_store,4.2,43,"Winwick Road, Warrington",53.39741970000001,-2.5964072,4
Manic Minors Toystore,electronics_store,4.9,45,"The Workshop, 149B Orford Lane, Warrington",53.39829280000001,-2.587113500000001,4
Geek2Door Runcorn Computer Support & Laptop Repair Specialists,electronics_store,,0,Warrington,53.38459830000001,-2.6272701,2
Currys,electronics_store,3.8,2217,"Unit A Junction Nine Retail Park, Winwick Road, Warrington",53.4089879,-2.5979749,4
Technical Display Systems Ltd,electronics_store,5.0,3,"suite 4 Chapel Lane, Stockton Heath, Warrington",53.3691107,-2.5822186,1
CTA Systems I.T. Solutions Ltd,electronics_store,5.0,84,"Cherryvale Lodge, 6 Boverton Close, Callands, Warrington",53.4081857,-2.614522,2
Boots,electronics_store,4.2,665,"19, The Mall, Golden Square, Warrington",53.3893583,-2.596882700000001,0
GAME,electronics_store,4.0,243,"Unit 2 Riverside Park, Warrington",53.3863411,-2.5853352,0
Warrington Car Audio and Towbar Centre,electronics_store,4.4,238,"Unit 2, Priestley Business Centre, Priestley Street, Warrington",53.3900581,-2.6082211,2
The Kings Head,cafe,4.4,598,"40 Winwick Street, Warrington",53.3924602,-2.593712,0
Asda Warrington Superstore,cafe,3.8,266,"Tilley Street, Warrington",53.39145540000001,-2.5902327,0
Costa Coffee,cafe,4.2,838,"Unit SU19, Warrington",53.391991,-2.596837,0
.,cafe,4.3,148,"141 Old Liverpool Road, Warrington",53.38598169999999,-2.6136011,2
Esquires Coffee Stockton Heath,cafe,4.5,241,"Unit 5, The Forge Shopping Centre, Warrington",53.3712563,-2.582463,1
White Lace Bakery & Tea Room,cafe,4.8,114,"11, market place, Golden Square shopping centre, Warrington",53.3895338,-2.5946657,0
Caffè Nero,cafe,4.3,780,"Unit 26, 6 Golden Square, Market Place, Warrington",53.3893885,-2.594072,0
EMILYS CAFFÈ BAR,cafe,4.1,141,"2 Springfield Street, Warrington",53.388439,-2.598297,0
Caffé Caruso,cafe,4.6,878,"32-34 Horsemarket Street, Warrington",53.3900273,-2.5932599,0
Tesco Cafe,cafe,3.0,42,"Winwick Road, Warrington",53.3972721,-2.5955664,4
Chester's @ 84,cafe,4.8,168,"84 Chester Road, Warrington",53.38122789999999,-2.5934099,0
Costa Coffee,cafe,4.1,375,"Costa Store,Main Entrance Food Court (510025733, Warrington",53.3949,-2.6108,2
Saffy's,cafe,4.8,84,"18 Walton Road, Warrington",53.3698653,-2.5814627,1
Morrisons Cafe,cafe,3.1,69,"Greenall's Avenue, Warrington",53.373999,-2.583996,1
Starbucks,cafe,4.0,715,"Winwick Road, Warrington",53.4083672,-2.5963906,4
Heaths kitchen,cafe,4.6,212,"26 Walton Road, Warrington",53.36968860000001,-2.5815882,1
Ramp 1,cafe,4.5,679,"Unit 1 A, penketh business park, Liverpool Road, Warrington",53.38498419999999,-2.6326109,2
The Jungle,cafe,4.4,1005,"Retail Park, Pinners Brow, Warrington",53.3943018,-2.592677,0
Canalside Tearoom,cafe,,0,"164A London Road, Warrington",53.3674377,-2.5796793,1
Starbucks Coffee,cafe,4.2,354,"7 The Mall, Warrington",53.3894598,-2.5957844,0
Halfords - Warrington,car_repair,4.3,828,"Unit 1A Vernon Street, Warrington",53.38654380000001,-2.5866714,0
Kwik Fit - Warrington,car_repair,4.5,409,"Wilderspool Causeway, Warrington",53.3792656,-2.5876676,1
Kwik Fit - Warrington - Priestley Street,car_repair,4.7,706,"Priestley Street, Warrington",53.3897455,-2.608777099999999,2
IMG SEAT Warrington,car_repair,4.5,217,"147 Bewsey Road, Warrington",53.397614,-2.6069276,2
T L C Garage L T D,car_repair,,0,"1 Old Road, Warrington",53.38435520000001,-2.5892981,0
Northern Caravans Ltd,car_repair,4.6,173,"60 Longford Street, Warrington",53.399849,-2.5920868,4
Palatine Motors Ltd,car_repair,5.0,16,"11 Causeway Avenue, Warrington",53.3808844,-2.5834078,1
Solus Accident Repair Centres - Warrington,car_repair,4.3,157,"Armistice House, Wharf Street, Warrington",53.3855465,-2.5833036,0
Hampton Motors Ltd,car_repair,4.7,114,"54 Bewsey Road, Warrington",53.3945996,-2.6015631,4
Holdcroft Honda Warrington,car_repair,4.4,601,"Guardian Street, Warrington",53.3915562,-2.6068099,2
DentTec,car_repair,4.6,5,"Unit 1, Bank Quay Trading Estate, Slutchers Lane, Warrington",53.3839126,-2.6038858,0
"P D T Autocare, Mobile auto electrician",car_repair,4.8,94,"Ferguson Drive, Warrington",53.405804,-2.576079999999999,3
Thelwall Motors,car_repair,4.9,107,"Blackhurst Street, Warrington",53.3889924,-2.5885372,0
a s vehicle services,car_repair,5.0,6,"Unit 4 Clegge st Workshops, Clegge Street, Warrington",53.3975092,-2.5899706,4
Direct Auto Supplies Ltd,car_repair,4.7,25,"12 Hardy Street, Warrington",53.3951979,-2.589620800000001,4
in2moto,car_repair,4.5,242,"1 Fennel Street, Warrington",53.3902821,-2.5858562,0
Dales Auto Spares,car_repair,4.9,159,"121A Lovely Lane, Warrington",53.3931,-2.612491,2
Dunright Engine Reconditioners,car_repair,4.3,11,"9a, Bank Quay Trading Estate, Slutchers Lane, Warrington",53.3845886,-2.6047697,2
DANA Brevini Power Transmissions,car_repair,,0,"Kestrel Court, Centre Park, Warrington",53.3826231,-2.5988886,0
WARRINGTON MOT CENTRE AND VEHICLE REPAIR,car_repair,5.0,1,"Units1 - 7 Guardian Street, (rear of General Hostpital), Warrington",53.39287299999999,-2.604831,2
Entwistle Green Sales and Letting Agents Warrington,real_estate_agency,4.7,202,"New Oxford House, 59-61 Sankey Street, Warrington",53.38866700000001,-2.5969176,0
Bold St Serviced Apartments ebutler,real_estate_agency,,0,"25 Bold Street, Cheshire, Warrington",53.386591,-2.595455,0
Morgan Williams,real_estate_agency,3.6,12,"9 Springfield Street, Warrington",53.3875885,-2.598484,0
Cowdel Clarke,real_estate_agency,4.0,62,"98 London Road, Warrington",53.369735,-2.580831,1
Portal Business Centres Dallam Court,real_estate_agency,4.3,84,"Dallam Court, Dallam Lane, Warrington",53.39709899999999,-2.5982457,4
Lloyds Estate Agents & Lloyds Property Rentals,real_estate_agency,4.3,65,"181 Padgate Lane, Warrington",53.39979899999999,-2.5691566,3
Foden Estates,real_estate_agency,4.0,4,"Unit H, Catherine Street, Warrington",53.3974609,-2.6018256,4
Isaac Anthony | Estate Agents Warrington,real_estate_agency,,0,"Dallam Court, Dallam Lane, Warrington",53.3971262,-2.5982309,4
Sell House Fast with Repossession-Stoppers,real_estate_agency,,0,"34 Church Street, Warrington",53.38996299999999,-2.5856832,0
Anchor - Anchor Court Warrington,real_estate_agency,5.0,2,"Ford Street, Warrington",53.39538710000001,-2.5771248,3
Select Lettings,real_estate_agency,3.0,4,"110 Slater Street, Warrington",53.38264969999999,-2.5779591,1
Jones Parkinson Property Limited,real_estate_agency,5.0,14,"Trimble House, 9 Bold Street, Warrington",53.3879587,-2.5957104,0
Absolute Lets Ltd,real_estate_agency,,0,"Dallam Court, Dallam Lane, Warrington",53.3923889,-2.5956682,0
Easylet Residential - Letting Agents Warrington,real_estate_agency,4.7,126,"84 Bridge Street, Warrington",53.3877166,-2.5929446,0
